# Auto-generated offline OUI vendor mapping
# Generated by: tools/Import-OuiDataset.ps1
# Format: OUI,VENDOR
# OUI is 6 hex digits (first 3 bytes of a MAC)
# Source file: .\manuf

00305F,Hasselblad   Hasselblad
003060,Inc.
003061,MobyTEL      MobyTEL
003062,IPVideoNetwo IP Video Networks Inc
003063,Inc.
003064,Inc.
003065,Inc.
003066,Rfm          Rfm
003067,BIOSTARMicro BIOSTAR Microtech Int'l Corp.
003068,Ltd.
003069,ImpacctTechn Impacct Technology Corp.
00306A,Ltd.
00306B,Inc.
00306C,Hitex        Hitex Holding GmbH
00306D,LucentTechno Lucent Technologies
00306E,HewlettPacka Hewlett Packard
00306F,Ltd.
003070,1Net         1Net Corporation
003071,Inc
003072,Intellibyte  Intellibyte Inc.
003073,In
003074,Equiinet     Equiinet Ltd.
003075,Adtech       Adtech
003076,Akamba       Akamba Corporation
003077,OnpremNetwor Onprem Networks
003078,Inc
003079,Inc.
00307A,AdvancedTech Advanced Technology & Systems
00307B,Inc
00307C,Adid         Adid Sa
00307D,Inc.
00307E,RedflexCommu Redflex Communication Systems
00307F,Irlan        Irlan Ltd.
003080,Inc
003081,AltosC&C     Altos C&C
003082,Ltd.
003083,Ivron        Ivron Systems
003084,AlliedTelesy Allied Telesyn Internaional
003085,Inc
003086,Inc.
003087,VegaGrieshab Vega Grieshaber Kg
003088,Ericsson     Ericsson
003089,LLC
00308A,NicotraSiste Nicotra Sistemi S.P.A
00308B,BrixNetworks Brix Networks
00308C,Quantum      Quantum Corporation
00308D,Inc.
00308E,CrossmatchTe Crossmatch Technologies/HID Global
00308F,Inc.
003090,Inc.
003091,TaiwanFirstL Taiwan First Line Elec. Corp.
003092,KontronElect Kontron Electronics AG
003093,Inc
003094,Inc
003095,Ltd.
003096,Inc
003097,ABRegin      AB Regin
003098,GlobalConver Global Converging Technologies
003099,BoenigUndKal Boenig Und Kallenbach Ohg
00309A,AstroTerra   Astro Terra Corp.
00309B,Smartware    Smartware
00309C,Inc.
00309D,Inc.
00309E,Workbit      Workbit Corporation.
00309F,AmberNetwork Amber Networks
0030A0,Ltd.
0030A1,WEBGATE      WEBGATE Inc.
0030A2,LightnerEngi Lightner Engineering
0030A3,Inc
0030A4,WoodwindComm Woodwind Communications System
0030A5,ActivePower  Active Power
0030A6,Ltd.
0030A7,SchweitzerEn Schweitzer Engineering
0030A8,Inc.
0030A9,Inc.
0030AA,Inc.
0030AB,Inc.
0030AC,Ltd.
0030AD,Communicatio Shanghai Communication
0030AE,Inc.
0030AF,Honeywell    Honeywell GmbH
0030B0,ConvergenetT Convergenet Technologies
0030B1,TrunkNet     TrunkNet
0030B2,L3SonomaEO   L-3 Sonoma EO
0030B3,Inc.
0030B4,Intersil     Intersil Corp.
0030B5,TadiranMicro Tadiran Microwave Networks
0030B6,Inc
0030B7,Inc.
0030B8,RiverDeltaNe RiverDelta Networks
0030B9,Ectel        Ectel
0030BA,Ltd.
0030BB,Inc.
0030BC,Optronic     Optronic AG
0030BD,BelkinCompon Belkin Components
0030BE,Inc.
0030BF,Multidata    Multidata Gmbh
0030C0,Inc.
0030C1,HewlettPacka Hewlett Packard
0030C2,Comone       Comone
0030C3,FlueckigerEl Flueckiger Elektronik Ag
0030C4,CanonImaging Canon Imaging Systems Inc.
0030C5,Inc.
0030C6,Inc.
0030C7,Macromate    Macromate Corp.
0030C8,Ltd.
0030C9,N
0030CA,DiscoveryCom Discovery Com
0030CB,Inc.
0030CC,Inc.
0030CD,Inc.
0030CE,Zaffire      Zaffire
0030CF,Inc.
0030D0,Tellabs      Tellabs
0030D1,Inova        Inova Corporation
0030D2,Co., Ltd.
0030D3,Inc.
0030D4,Inc.
0030D5,DResearch    DResearch GmbH
0030D6,MscVertriebs Msc Vertriebs Gmbh
0030D7,L.L.C.
0030D8,Sitek        Sitek
0030D9,DatacoreSoft Datacore Software Corp.
0030DA,Comtrend     Comtrend Corporation
0030DB,Inc.
0030DC,Rightech     Rightech Corporation
0030DD,Indigita     Indigita Corporation
0030DE,WAGOKontaktt WAGO Kontakttechnik GmbH
0030DF,KbTelTelecom Kb/Tel Telecomunicaciones
0030E0,OxfordSemico Oxford Semiconductor Ltd.
0030E1,Inc.
0030E2,Ltd.
0030E3,SedonaNetwor Sedona Networks Corp.
0030E4,ChiyodaSyste Chiyoda System Riken
0030E5,AmperDatos   Amper Datos S.A.
0030E6,Inc.
0030E7,Inc.
0030E8,Ensim        Ensim Corp.
0030E9,GmaCommunica Gma Communication Manufact'G
0030EA,TeraForceTec TeraForce Technology Corporation
0030EB,Inc.
0030EC,Borgardt     Borgardt
0030ED,ExpertMagnet Expert Magnetics Corp.
0030EE,Inc.
0030EF,Inc.
0030F0,UniformIndus Uniform Industrial Corp.
0030F1,AcctonTechno Accton Technology Corp
0030F2,Inc
0030F3,AtWorkComput At Work Computers
0030F4,StardotTechn Stardot Technologies
0030F5,WildLab      Wild Lab. Ltd.
0030F6,Securelogix  Securelogix Corporation
0030F7,Ramix        Ramix Inc.
0030F8,Inc.
0030F9,Ltd.
0030FA,Inc.
0030FB,AZSTechnolog AZS Technology AG
0030FC,Inc.
0030FD,IntegratedDe Integrated Systems Design
0030FE,DSA          DSA GmbH
0030FF,DataFab      DataFab Systems Inc.
003126,Nokia        Nokia
003146,JuniperNetwo Juniper Networks
003192,TPLink       TP-Link Systems Inc
003217,Inc
00323A,sologic      so-logic
003358,RuckusWirele Ruckus Wireless
00336C,SynapSense   SynapSense Corporation
00337A,TuyaSmart    Tuya Smart Inc.
0034A1,RfLambdaUsa  Rf-Lambda Usa Inc.
0034DA,LGElectronic LG Electronics (Mobile Communications)
0034F1,Inc.
0034FE,Ltd
00351A,Inc
003532,ElectroMetri Electro-Metrics Corporation
003560,RosenAviatio Rosen Aviation
0035FF,TexasInstrum Texas Instruments
003676,Commscope    Commscope
0036BE,NorthwestTow Northwest Towers
0036D7,KeltronIOT   Keltron IOT Corp.
0036F8,ContiTemicmi Conti Temic microelectronic GmbH
0036FE,SuperVision  SuperVision
00376D,Ltd.
0037B7,SagemcomBroa Sagemcom Broadband SAS
0038DF,Inc
003969,AirWeigh     Air-Weigh Incorporated
003A7D,Inc
003A98,Inc
003A99,Inc
003A9A,Inc
003A9B,Inc
003A9C,Inc
003A9D,Ltd.
003AAF,BlueBit      BlueBit Ltd.
003C10,Inc
003C84,SiliconLabor Silicon Laboratories
003CC5,Ltd
003D41,HattelandCom Hatteland Computer AS
003DE1,Ltd.
003DE8,LGElectronic LG Electronics (Mobile Communications)
003E73,Inc.
003EE1,Inc.
003F10,Ltd.
004000,PciComponent Pci Componentes Da Amzonia Ltd
004001,ZeroOneTechn Zero One Technology Co. Ltd.
004002,Perle        Perle Systems Limited
004003,Inc.
004004,Icm          Icm Co. Ltd.
004005,AniCommunica Ani Communications Inc.
004006,SampoTechnol Sampo Technology Corporation
004007,TelmatInform Telmat Informatique
004008,APlusInfo    A Plus Info Corporation
004009,Ltd.
00400A,Inc.
00400B,Inc
00400C,Inc.
00400D,Ltd
00400E,Inc.
00400F,DatacomTechn Datacom Technologies
004010,Inc.
004011,AndoverContr Andover Controls Corporation
004012,Inc.
004013,NttDataComm  Ntt Data Comm. Systems Corp.
004014,Comsoft      Comsoft Gmbh
004015,AscomInfrasy Ascom Infrasys Ag
004016,ADCGlobalCon ADC - Global Connectivity Solutions Division
004017,SilexTechnol Silex Technology America
004018,Inc.
004019,Inc.
00401A,Ltd.
00401B,Printer      Printer Systems Corp.
00401C,Inc.
00401D,Inc.
00401E,Icc          Icc
00401F,Colorgraph   Colorgraph Ltd
004020,CommScope    CommScope Inc
004021,RasterGraphi Raster Graphics
004022,Inc.
004023,Logic        Logic Corporation
004024,Compac       Compac Inc.
004025,MolecularDyn Molecular Dynamics
004026,Buffalo      Buffalo.Inc
004027,Inc.
004028,Netcomm      Netcomm Limited
004029,Compex       Compex
00402A,CanogaPerkin Canoga Perkins Corporation
00402B,Inc.
00402C,Inc.
00402D,HarrisAdacom Harris Adacom Corporation
00402E,Inc.
00402F,XlntDesigns  Xlnt Designs Inc.
004030,GkComputer   Gk Computer
004031,KOKUSAIDENKI KOKUSAI DENKI Electric Inc.
004032,DigitalCommu Digital Communications
004033,Ltd.
004034,Bustek       Bustek Corporation
004035,Opcom        Opcom
004036,Minim        Minim Inc.
004037,Inc.
004038,TalentElectr Talent Electric Incorporated
004039,Ltd.
00403A,ImpactTechno Impact Technologies
00403B,SynerjetInte Synerjet International Corp.
00403C,Inc.
00403D,Teradata     Teradata Corporation
00403E,RasterOps    Raster Ops Corporation
00403F,SsangyongCom Ssangyong Computer Systems
004040,Inc.
004041,Fujikura     Fujikura Ltd.
004042,NAT          N.A.T. Gmbh
004043,NokiaSiemens Nokia Siemens Networks GmbH & Co. KG.
004044,Ltd.
004045,Twinhead     Twinhead Corporation
004046,UdcResearch  Udc Research Limited
004047,WindRiver    Wind River Systems
004048,SmdInformati Smd Informatica S.A.
004049,RocheDiagnos Roche Diagnostics International Ltd.
00404A,WestAustrali West Australian Department
00404B,MapleCompute Maple Computer Systems
00404C,Hypertec     Hypertec Pty Ltd.
00404D,Telecommunic Telecommunications Techniques
00404E,Inc.
00404F,SpaceNavalWa Space & Naval Warfare Systems
004050,Incorporated
004051,GarbeeandGar Garbee and Garbee
004052,Inc.
004053,AmproCompute Ampro Computers
004054,ConnectionMa Connection Machines Services
004055,Metronix     Metronix Gmbh
004056,McmJapan     Mcm Japan Ltd.
004057,LockheedSand Lockheed - Sanders
004058,Ukg          Ukg
004059,YoshidaKogyo Yoshida Kogyo K. K.
00405A,GoldstarInfo Goldstar Information & Comm.
00405B,Funasset     Funasset Limited
00405C,Inc.
00405D,Inc.
00405E,NorthHillsIs North Hills Israel
00405F,AfeComputers Afe Computers Ltd.
004060,Comendec     Comendec Ltd
004061,Ltd.
004062,Inc./Garland Div.
004063,Inc.
004064,KlaInstrumen Kla Instruments Corporation
004065,GteSpacenet  Gte Spacenet
004066,APRESIA      APRESIA Systems Ltd
004067,Omnibyte     Omnibyte Corporation
004068,Extended     Extended Systems
004069,Inc.
00406A,Inc
00406B,Sysgen       Sysgen
00406C,Copernique   Copernique
00406D,Inc.
00406E,Inc.
00406F,SyncResearch Sync Research Inc.
004070,Ltd.
004071,AtmComputer  Atm Computer Gmbh
004072,AppliedInnov Applied Innovation Inc.
004073,BassAssociat Bass Associates
004074,CableAndWire Cable And Wireless
004075,Tattile      Tattile SRL
004076,SunConversio Sun Conversion Technologies
004077,MaxtonTechno Maxton Technology Corporation
004078,WearnesAutom Wearnes Automation Pte Ltd
004079,Ltd.
00407A,SocieteDExpl Societe D'Exploitation Du Cnit
00407B,ScientificAt Scientific Atlanta
00407C,Qume         Qume Corporation
00407D,ExtensionTec Extension Technology Corp.
00407E,Inc.
00407F,FLIR         FLIR Systems
004080,Athenix      Athenix Corporation
004081,MannesmannSc Mannesmann Scangraphic Gmbh
004082,LaboratoryEq Laboratory Equipment Corp.
004083,TdaIndustria Tda Industria De Produtos
004084,Honeywell    Honeywell
004085,SaabInstrume Saab Instruments Ab
004086,MichelsKlebe Michels & Kleberhoff Computer
004087,Ubitrex      Ubitrex Corporation
004088,Inc.
004089,Meidensha    Meidensha Corporation
00408A,TpsTeleproce Tps Teleprocessing Sys. Gmbh
00408B,Raylan       Raylan Corporation
00408C,AxisCommunic Axis Communications AB
00408D,GoodyearTire The Goodyear Tire & Rubber Co.
00408E,Tattile      Tattile SRL
00408F,WmDataMinfo  Wm-Data Minfo Ab
004090,AnselCommuni Ansel Communications
004091,ProcompIndus Procomp Industria Eletronica
004092,Inc.
004093,PaxdataNetwo Paxdata Networks Ltd.
004094,Inc.
004095,RPTIntergrou R.P.T. Intergroups Int'L Ltd.
004096,Inc
004097,DatexDivisio Datex Division Of
004098,Dressler     Dressler Gmbh & Co.
004099,Newgen       Newgen Systems Corp.
00409A,Inc.
00409B,HalComputer  Hal Computer Systems Inc.
00409C,Transware    Transware
00409D,DigiBoard    DigiBoard
00409E,ConcurrentTe Concurrent Technologies Ltd.
00409F,Inc.
0040A0,Ltd.
0040A1,ErgoComputin Ergo Computing
0040A2,KingstarTech Kingstar Technology Inc.
0040A3,MicrounityEn Microunity Systems Engineering
0040A4,RoseElectron Rose Electronics
0040A5,ClinicompInt Clinicomp Intl.
0040A6,Inc.
0040A7,ItautecPhilc Itautec Philco S.A.
0040A8,ImfInternati Imf International Ltd.
0040A9,Datacom      Datacom Inc.
0040AA,ValmetAutoma Valmet Automation
0040AB,RolandDg     Roland Dg Corporation
0040AC,Inc.
0040AD,SmaRegelsyst Sma Regelsysteme Gmbh
0040AE,Inc.
0040AF,Inc.
0040B0,Engineering
0040B1,Codonics     Codonics Inc.
0040B2,Systemforsch Systemforschung
0040B3,ParTech      ParTech Inc.
0040B4,Nextcom      Nextcom K.K.
0040B5,VideoTechnol Video Technology Computers Ltd
0040B6,Computerm    Computerm Corporation
0040B7,StealthCompu Stealth Computer Systems
0040B8,IdeaAssociat Idea Associates
0040B9,MacqElectron Macq Electronique Sa
0040BA,AlliantCompu Alliant Computer Systems Corp.
0040BB,Ltd.
0040BC,Algorithmics Algorithmics Ltd.
0040BD,Inc.
0040BE,BoeingDefens Boeing Defense & Space
0040BF,ChannelInter Channel Systems Intern'L Inc.
0040C0,VistaControl Vista Controls Corporation
0040C1,BizerbaWerke Bizerba-Werke Wilheim Kraut
0040C2,AppliedCompu Applied Computing Devices
0040C3,FischerAndPo Fischer And Porter Co.
0040C4,KinkeiSystem Kinkei System Corporation
0040C5,MicomCommuni Micom Communications Inc.
0040C6,Inc.
0040C7,RubyTech     Ruby Tech Corporation
0040C8,MilanTechnol Milan Technology Corporation
0040C9,Ncube        Ncube
0040CA,Inc
0040CB,LanwanTechno Lanwan Technologies
0040CC,SilcomManufG Silcom Manuf'G Technology Inc.
0040CD,Inc.
0040CE,Inc.
0040CF,Inc.
0040D0,MitacInterna Mitac International Corp.
0040D1,Ltd.
0040D2,Pagine       Pagine Corporation
0040D3,KimpsionInte Kimpsion International Corp.
0040D4,GageTalker   Gage Talker Corp.
0040D5,SartoriusMec Sartorius Mechatronics T&H GmbH
0040D6,Locamation   Locamation B.V.
0040D7,StudioGen    Studio Gen Inc.
0040D8,OceanOfficeA Ocean Office Automation Ltd.
0040D9,AmericanMega American Megatrends Inc.
0040DA,Telspec      Telspec Ltd
0040DB,AdvancedTech Advanced Technical Solutions
0040DC,TritecElectr Tritec Electronic Gmbh
0040DD,HongTechnolo Hong Technologies
0040DE,ElsagDatamat Elsag Datamat spa
0040DF,Inc.
0040E0,Atomwide     Atomwide Ltd.
0040E1,Inc.
0040E2,Inc.
0040E3,Quin         Quin Systems Ltd
0040E4,Inc.
0040E5,Sybus        Sybus Corporation
0040E6,CAEN         C.A.E.N.
0040E7,ArnosInstrum Arnos Instruments & Computer
0040E8,Inc
0040E9,Inc.
0040EA,PlainTree    Plain Tree Systems Inc
0040EB,MartinMariet Martin Marietta Corporation
0040EC,MikasaSystem Mikasa System Engineering
0040ED,NetworkContr Network Controls Int'Natl Inc.
0040EE,Optimem      Optimem
0040EF,Inc.
0040F0,Inc.
0040F1,Ltd.
0040F2,JanichKlassC Janich & Klass Computertechnik
0040F3,Netcor       Netcor
0040F4,Inc.
0040F5,OemEngines   Oem Engines
0040F6,KatronComput Katron Computers Inc.
0040F7,Polaroid     Polaroid Corporation
0040F8,SystemhausDi Systemhaus Discom
0040F9,Combinet     Combinet
0040FA,Inc.
0040FB,CascadeCommu Cascade Communications
0040FC,IbrComputerT Ibr Computer Technik Gmbh
0040FD,Lxe          Lxe
0040FE,SymplexCommu Symplex Communications
0040FF,Telebit      Telebit Corporation
00410E,CloudNetwork Cloud Network Technology Singapore Pte. Ltd.
0041B4,Ltd.
0041D2,Inc
004238,Intel        Intel Corporate
004252,RLXTechnolog RLX Technologies
00425A,Inc
004268,Inc
004279,Ltd
0043FF,Ketron       Ketron S.R.L.
004501,MidmarkRTLS  Midmark RTLS
00451D,Inc
0045E2,CyberTANTech CyberTAN Technology Inc.
00464B,Ltd
004A77,zte          zte corporation
004B0D,Ltd.
004B12,Espressif    Espressif Inc.
004BF3,Ltd.
004CE5,LTD
004D32,Ltd.
004E01,Dell         Dell Inc.
004E35,HewlettPacka Hewlett Packard Enterprise
004F1A,Ltd
005000,Inc.
005001,Yamashita    Yamashita Systems Corp.
005002,Omnisec      Omnisec Ag
005003,Xrite        Xrite Inc
005004,3Com         3Com
005006,Tac          Tac Ab
005007,SiemensTelec Siemens Telecommunication Systems Limited
005008,TivaMicrocom Tiva Microcomputer Corp. (Tmc)
005009,PhilipsBroad Philips Broadband Networks
00500A,Inc.
00500B,Inc
00500C,Inc.
00500D,Ltd.
00500E,Inc.
00500F,Inc
005010,Inc.
005012,Cbl          Cbl - Gmbh
005013,SeagateCloud Seagate Cloud Systems Inc
005014,Inc
005015,BrightStarEn Bright Star Engineering
005016,MolexCanada  Molex Canada Ltd
005017,Rsr          Rsr S.R.L.
005018,Inc.
005019,Inc.
00501A,IQinVision   IQinVision
00501B,Inc.
00501C,Inc.
00501E,A Belden Brand
00501F,Ltd.
005020,Ltd.
005021,Inc.
005022,Inc.
005023,Inc.
005024,Inc.
005026,Inc.
005027,Genicom      Genicom Corporation
005028,AvalCommunic Aval Communications
005029,1394PrinterW 1394 Printer Working Group
00502A,Inc
00502B,Genrad       Genrad Ltd.
00502C,Inc.
00502D,Inc.
00502E,Cambex       Cambex Corporation
00502F,Inc.
005030,FuturePlus   Future Plus Systems
005031,Inc.
005032,Inc.
005033,MayanNetwork Mayan Networks
005036,Ltd.
005037,KogaElectron Koga Electronics Co.
005038,Ltd.
005039,MarinerNetwo Mariner Networks
00503A,DatongElectr Datong Electronics Ltd.
00503B,Mediafire    Mediafire Corporation
00503C,TsinghuaNove Tsinghua Novel Electronics
00503E,Inc
00503F,AnchorGames  Anchor Games
005040,Ltd.
005041,Coretronic   Coretronic Corporation
005042,Ltd.
005043,Inc.
005044,Asaca        Asaca Corporation
005045,Inc.
005046,Ltd.
005047,Private      Private
005048,Infolibria   Infolibria
005049,ArborNetwork Arbor Networks Inc
00504A,Elteco       Elteco A.S.
00504B,Barconet     Barconet N.V.
00504C,GalilMotionC Galil Motion Control
00504D,TokyoElectro Tokyo Electron Device Limited
00504E,SierraMonito Sierra Monitor Corp.
00504F,OlencomElect Olencom Electronics
005050,Inc
005051,Ltd.
005052,Inc.
005053,Inc
005054,Inc
005055,Doms         Doms A/S
005056,Inc.
005057,BroadbandAcc Broadband Access Systems
005058,SangomaTechn Sangoma Technologies
005059,iBAHN        iBAHN
00505A,Inc.
00505B,Inc.
00505C,Tundo        Tundo Corporation
00505E,DigitekMicro Digitek Micrologic S.A.
00505F,BrandInnovat Brand Innovators
005060,TandbergTele Tandberg Telecom As
005062,KouwellElect Kouwell Electronics Corp. **
005063,OyComselSyst Oy Comsel System Ab
005064,CaeElectroni Cae Electronics
005065,TDKLambda    TDK-Lambda Corporation
005066,AtecoMadvanc AtecoM GmbH advanced telecomunication modules
005067,Inc.
005068,ElectronicIn Electronic Industries Association
005069,PixStream    PixStream Incorporated
00506A,Inc.
00506B,SpxAteg      Spx-Ateg
00506C,BeijerElectr Beijer Electronics Products AB
00506D,Videojet     Videojet Systems
00506E,CorderEngine Corder Engineering Corporation
00506F,GConnect     G-Connect
005070,Ltd.
005071,Ltd.
005072,Corvis       Corvis Corporation
005073,Inc
005074,AdvancedHiTe Advanced Hi-Tech Corp.
005075,KestrelSolut Kestrel Solutions
005076,IBM          IBM Corp
005077,Inc.
005078,Ltd.
005079,Private      Private
00507A,Inc.
00507B,MerlotCommun Merlot Communications
00507C,Videocon     Videocon Ag
00507D,Ifp          Ifp
00507E,NewerTechnol Newer Technology
00507F,DrayTek      DrayTek Corp.
005080,Inc
005081,Ltd.
005082,Foresson     Foresson Corporation
005083,Inc.
005084,Quantum      Quantum Corp.
005086,Ltd.
005087,Ltd.
005088,Amano        Amano Corporation
005089,SafetyManage Safety Management Systems
00508B,HewlettPacka Hewlett Packard
00508C,Rsi          Rsi Systems
00508D,AbitComputer Abit Computer Corporation
00508E,Inc.
00508F,AsitaTechnol Asita Technologies Int'L Ltd.
005090,Dctri        Dctri
005091,Inc.
005092,RigakuOsakaP Rigaku Corporation Osaka Plant
005093,Boeing       Boeing
005094,Commscope    Commscope
005095,PeracomNetwo Peracom Networks
005096,Inc.
005097,MMCEMBEDDEDC MMC-EMBEDDED COMPUTERTECHNIK GmbH
005098,Ltd.
005099,3ComEurope   3Com Europe Ltd
00509A,TagElectroni Tag Electronic Systems
00509B,Switchcore   Switchcore Ab
00509C,BetaResearch Beta Research
00509D,Industree    The Industree B.V.
00509E,LesTechnolog Les Technologies SoftAcoustik Inc.
00509F,HorizonCompu Horizon Computer
0050A0,Inc.
0050A1,Inc.
0050A2,Inc
0050A3,Inc.
0050A4,Inc.
0050A5,Ltd.
0050A6,Optronics    Optronics
0050A7,Inc
0050A8,Inc.
0050A9,MoldatWirele Moldat Wireless Technolgies
0050AA,Inc.
0050AB,Inc.
0050AC,MapleCompute Maple Computer Corporation
0050AD,CommUniqueWi CommUnique Wireless Corp.
0050AE,Ltd
0050AF,Inc.
0050B0,TechnologyAt Technology Atlanta Corporation
0050B1,GiddingsLewi Giddings & Lewis
0050B2,BRODEL       BRODEL GmbH
0050B3,Voiceboard   Voiceboard Corporation
0050B4,Ltd
0050B5,FichetSecuri Fichet Securite Electronique
0050B6,Ltd.
0050B7,Ltd.
0050B8,InovaCompute Inova Computers Gmbh & Co. Kg
0050B9,Inc.
0050BA,DLink        D-Link Corporation
0050BB,CmsTechnolog Cms Technologies
0050BC,HammerStorag Hammer Storage Solutions
0050BD,Inc
0050BE,FastMultimed Fast Multimedia Ag
0050BF,Metalligence Metalligence Technology Corp.
0050C0,Inc.
0050C1,Ltd.
0050C2,MSRSolutions MSR-Solutions GmbH
0050C4,Imd          Imd
0050C5,Inc
0050C6,Inc.
0050C7,Private      Private
0050C8,Inc.
0050C9,MasproDenkoh Maspro Denkoh Corp.
0050CA,Inc.
0050CB,BucherAutoma Bucher Automation AG
0050CC,SeagateCloud Seagate Cloud Systems Inc
0050CD,Digianswer   Digianswer A/S
0050CE,LgInternatio Lg International Corp.
0050CF,VanlinkCommu Vanlink Communication Technology Research Institute
0050D0,Minerva      Minerva Systems
0050D1,Inc
0050D2,CMCElectroni CMC Electronics Inc
0050D3,DigitalAudio Digital Audio Processing Pty. Ltd.
0050D4,JoohongInfor Joohong Information &
0050D5,Ad           Ad Systems Corp.
0050D6,AtlasCopcoTo Atlas Copco Tools Ab
0050D7,Telstrat     Telstrat
0050D8,UnicornCompu Unicorn Computer Corp.
0050D9,ENGETRONENGE ENGETRON-ENGENHARIA ELETRONICA IND. e COM. LTDA
0050DA,3Com         3Com
0050DB,Contemporary Contemporary Control
0050DC,TasTelefonba Tas Telefonbau A. Schwabe Gmbh & Co. Kg
0050DD,S.A.
0050DE,Signum       Signum Systems Corp.
0050DF,Inc.
0050E1,NsTechElectr Ns Tech Electronics Sdn Bhd
0050E2,Inc
0050E3,Commscope    Commscope
0050E4,Inc.
0050E6,Hakusan      Hakusan Corporation
0050E7,ParadiseInno Paradise Innovations (Asia)
0050E8,Inc
0050EA,Inc.
0050EB,AlphaTop     Alpha-Top Corporation
0050EC,Olicom       Olicom A/S
0050ED,AndaNetworks Anda Networks
0050EE,TekDigitel   Tek Digitel Corporation
0050EF,SPESystemhau SPE Systemhaus GmbH
0050F0,Inc
0050F1,Inc
0050F2,Microsoft    Microsoft Corp.
0050F3,Ltd.
0050F4,Sigmatek     Sigmatek Gmbh & Co. Kg
0050F6,PanInternati Pan-International Industrial Corp.
0050F7,VentureManuf Venture Manufacturing (Singapore) Ltd.
0050F8,Inc.
0050F9,SensormaticE Sensormatic Electronics LLC
0050FA,Ltd.
0050FB,VskElectroni Vsk Electronics
0050FC,EdimaxTechno Edimax Technology Co. Ltd.
0050FD,Ltd.
0050FE,PCTVnetASA   PCTVnet ASA
0050FF,Ltd.
0051ED,LGInnotek    LG Innotek
005218,WuxiKebodaEl Wuxi Keboda Electron Co.Ltd
005245,Ganatechwin  Ganatechwin
0052C2,peikeracusti peiker acustic GmbH
0052C8,MadeStudioDe Made Studio Design Ltd.
00549F,Avaya        Avaya Inc
0054AF,Inc.
0054BD,Swelaser     Swelaser AB
0055B1,Ltd.
0055DA,Private      Private
00562B,Inc
00566D,Ltd.
0056CD,Inc.
0056F1,zte          zte corporation
0057C1,LGElectronic LG Electronics (Mobile Communications)
0057D2,Inc
005828,AxonNetworks Axon Networks Inc.
00583F,PCAquarius   PC Aquarius
005907,LLC
00596C,Inc
005979,NetworkedEne Networked Energy Services
0059AC,Kpn          Kpn. B.V.
0059DC,Inc
005A13,Ltd
005A39,Ltd
005B94,Inc.
005BA1,LTD.
005C86,Ltd
005CB1,LTD
005CC2,Ltd.
005D03,Inc
005D73,Inc
005E0C,HMDGlobal    HMD Global Oy
005F67,TPLink       TP-Link Systems Inc
005F86,Inc
005FBF,Toshiba      Toshiba Corp.
006000,Xycom        Xycom Inc.
006001,Inc.
006002,Ltd
006003,Ltd.
006004,Computadores Computadores Modulares Sa
006005,TouchstarATC Touchstar ATC Limited
006006,Ltd
006007,Inc.
006008,3Com         3Com
006009,Inc
00600A,SordComputer Sord Computer Corporation
00600B,LOGWARE      LOGWARE GmbH
00600C,Eurotech     Eurotech Inc.
00600D,DigitalLogic Digital Logic GmbH
00600E,Inc.
00600F,WestellTechn Westell Technologies Inc.
006010,Inc.
006011,CrystalSemic Crystal Semiconductor Corp.
006012,PowerComputi Power Computing Corporation
006013,NetstalMasch Netstal Maschinen Ag
006014,Ltd.
006015,Net2Net      Net2Net Corporation
006016,Clariion     Clariion
006017,Tokimec      Tokimec Inc.
006018,StellarOne   Stellar One Corporation
006019,RocheDiagnos Roche Diagnostics
00601A,KeithleyInst Keithley Instruments
00601B,MesaElectron Mesa Electronics
00601C,Telxon       Telxon Corporation
00601D,LucentTechno Lucent Technologies
00601E,Inc.
00601F,StallionTech Stallion Technologies
006020,Inc.
006021,Dsc          Dsc Corporation
006022,Inc.
006023,PericomSemic Pericom Semiconductor Corp.
006024,Inc.
006025,ActiveImagin Active Imaging Plc
006026,VIKINGModula VIKING Modular Solutions
006027,SuperiorModu Superior Modular Products
006028,Macrovision  Macrovision Corporation
006029,CaryPeripher Cary Peripherals Inc.
00602A,Ltd.
00602B,PeakAudio    Peak Audio
00602C,Inc.
00602D,Inc.
00602E,Cyclades     Cyclades Corporation
00602F,Inc
006030,VillageTroni Village Tronic Entwicklung
006031,Hrk          Hrk Systems
006032,Inc.
006033,Inc.
006034,ROBERTBOSCH  ROBERT BOSCH GmbH
006035,Inc.
006036,AITAustrianI AIT Austrian Institute of Technology GmbH
006037,NXPSemicondu NXP Semiconductors
006038,NortelNetwor Nortel Networks
006039,Inc.
00603A,QuickControl Quick Controls Ltd.
00603B,AMTEC        AMTEC spa
00603C,Ltd.
00603D,3Cx          3Cx
00603E,Inc
00603F,PatapscoDesi Patapsco Designs
006040,Netro        Netro Corp.
006041,YokogawaDigi Yokogawa Digital Computer Corporation
006042,Inc.
006043,INC.
006044,LittonPolySc Litton/Poly-Scientific
006045,PathlightTec Pathlight Technologies
006046,Inc.
006047,Inc
006048,DellEMC      Dell EMC
006049,VinaTechnolo Vina Technologies
00604A,SaicIdeasGro Saic Ideas Group
00604B,Safecom      Safe-com GmbH & Co. KG
00604C,SagemcomBroa Sagemcom Broadband SAS
00604D,Inc.
00604E,Inc.
00604F,Tattile      Tattile SRL
006050,Internix     Internix Inc.
006051,QualitySemic Quality Semiconductor
006052,Ltd.
006053,Ltd.
006054,Controlware  Controlware Gmbh
